溪流分級,主管機關,河川代碼,溪流名稱,"重名
數量",溪流wikiID,別名,上級,"所在縣市
（以 ,分隔）","縣市
wikidata ID","所在鄉鎮區
（以 ,分隔）",鄉鎮區wiki ID,水系,"流入水域
（wikiID)",流入,"主流
or
支流",,
,,,上槺榔溪幹線,1,,,,桃園市,,新屋區,,,,社子溪,,直轄市管區域排水,
,,,上橫山支線,1,,,,臺中市,,大雅區,,,,十三寮排水,,直轄市管區域排水,
,,,下大坑,1,,,,苗栗縣,,公館鄉,,,,,支流,,
,,,下山坑排水,2,,,,彰化縣,,芬園鄉,,,,,支流,,
,,,下山坑排水,2,,,,彰化縣,,芬園鄉,,,,,主流,,
,,,下山溪,1,,,,臺南市,,七股區,,,,,主流,,
,,,下中福支線,1,,,,桃園市,,蘆竹區,,,,埔心溪排水幹線,,直轄市管區域排水,
,,,下內立坑溪線,1,,,,新竹縣,,新埔鎮,,,,鳳山溪,,縣(市)管區域排水,
,,,下木浪坑,1,,,,臺中市,,東勢區,,,,,支流,,
,,,下半天排水路,1,,,,嘉義縣,,太保市、鹿草鄉,,,,荷苞嶼排水,,縣(市)管區域排水,
,,,下田溪,2,,,,桃園市,,新屋區,,,,,主流,,
,,,下田溪,2,,,,桃園市,,新屋區,,,,,支流,,
,,,下石門排水幹線,1,,,,南投縣,,國姓,,,,北港溪,,縣(市)管區域排水,
,,,下圭柔山溪,2,,,,新北市,,"淡水區,三芝區",,,,,支流,,
,,,下圭柔山溪,2,,,,新北市,,淡水區,,,,,主流,,
,,,下冷水坑圳,1,,,,屏東縣,,九如鄉,,,,,支流,,
,,,下冷水坑排水幹線,1,,,,屏東縣,,屏東市、九如鄉,,,,高屏溪,,縣(市)管區域排水,
,,,下坑,2,,,,臺中市,,石岡區,,,,,主流,,
,,,下坑,2,,,,臺中市,,石岡區,,,,,支流,,
,,,下坑中排,1,,,,高雄市,,路竹區,,,,土庫排水,,直轄市管區域排水,
,,,下坑溪,1,,,,新北市,,雙溪區,,,,,支流,,
,,,下角港溪,2,,,,臺東縣,,東河鄉,,,,,支流,,
,,,下角港溪,2,,,,臺東縣,,東河鄉,,,,,主流,,
,,,下坪仔排水,1,,,,臺中市,,新社區,,大甲溪,,大甲溪,支流,,
,,,下林厝坑,1,,,,臺中市,,西屯區,,,,林厝排水,,直轄市管區域排水,
,,,下洲子中排一,1,,,,臺南市,,安定區,,,,安順寮排水,,直轄市管區域排水,
,,,下洲子中排二,1,,,,臺南市,,安定區,,,,安順寮排水,,直轄市管區域排水,
,,,下茄苳排水,1,,,,臺南市,,後壁區,,,,後鎮排水,,直轄市管區域排水,
,,,下員山圳1號支線,1,,,,新竹縣,,竹東鎮,,,,頭前溪,,縣(市)管區域排水,
,,,下員林支線,1,,,,臺中市,,大雅區,,,,十三寮排水,,直轄市管區域排水,
,,,下埔排水,1,,,,宜蘭縣,,頭城鎮、礁溪鄉,,,,猴洞溪,,縣(市)管區域排水,
,,,下崁子排水支線,1,,,,南投縣,,草屯,,,,隘寮溪,,縣(市)管區域排水,
,,,下崙大排一,1,,,,雲林縣,,口湖鄉、四湖鄉,,,,出海口,,縣(市)管區域排水,
,,,下崙大排二,1,,,,雲林縣,,口湖鄉,,,,出海口,,縣(市)管區域排水,
,,,下康樂排水,1,,,,臺東縣,,台東市,,,,太平溪,,縣(市)管區域排水,
,,,下排坑排水,1,,,,新竹縣,,新埔鎮,,,,鳳山溪,,縣(市)管區域排水,
,,,下淡水溪支流,1,,,,屏東縣,,萬丹鄉,,,,,主流,,
,,,下陰影窩溪,1,,,,桃園市,,"楊梅區,新屋區",,,,,支流,,
,,,下勞灣溪,1,,樂合溪,,花蓮縣,,玉里鎮,,,,,主流,,
,,,下堡區排,1,,頂堡溝,,金門縣,,金寧鄉,,,,,,縣(市)管區域排水,
,,,下痢坑,1,,,,臺南市,,南化區,,,,,支流,,
,,,下塘埤,1,,,,桃園市,,觀音區,,,,,主流,,
,,,下溪洲分線,1,,,,臺中市,,神岡區,,,,下溪洲支線,,直轄市管區域排水,
,,,下溪洲支線,1,,,,臺中市,,神岡區,,,,軟埤仔溪排水,,直轄市管區域排水,
,,,下溪洲排水,1,,,,臺南市,,學甲區,,,,將軍溪排水,,直轄市管區域排水,
,,,下廍溪,1,,,,,,,,,,,,,
,,,下廓溪,1,,,,屏東縣,,東港鎮,,,,,主流,,
,,,下寮溪,1,Q9383929,,,新北市,,汐止區,,淡水河(基隆河),,基隆河,支流,直轄市管區域排水,
,,,下橋子頭排水,1,,,,臺中市,,東區 大里區,,,,旱溪排水,,直轄市管區域排水,
,,,下橫坑,4,,,,新竹縣,,關西鎮,,,,,主流,,
,,,下橫坑,4,,,,臺中市,,東勢區,,,,,支流,,
,,,下橫坑,4,,,,新竹縣,,關西鎮,,,,,支流,,
,,,下橫坑,4,,,,臺中市,,東勢區,,,,中嵙溪,,,
,新竹縣關西鎮公所,,下橫坑溪,1,,,,新竹縣,,關西鎮新力里,,,,,,,
,,,下龍貍溪,1,,,,屏東縣,,車城鄉,,,,,支流,,
,,,下營排水,1,,,,臺南市,,下營區,,,,麻豆排水,,直轄市管區域排水,
,,,丸田溪,1,,,,花蓮縣,,秀林鄉,,花蓮溪,,,支流,,
,,,久良屏溪,1,,,,臺中市,,和平區,,大甲溪,,大甲溪,,,
,,,口社溪,2,,,,屏東縣,,"高樹鄉,三地門鄉",,,,,主流,,
,,,口社溪,2,,,,屏東縣,,"高樹鄉,三地門鄉",,,,,支流,,
,,,口厝排水一號支線,1,,,,彰化縣,,線西鄉,,,,慶安水道,,縣(市)管區域排水,
,,,口厝排水二號支線,1,,,,彰化縣,,線西鄉,,,,慶安水道,,縣(市)管區域排水,
,,,口隘溪,2,#N/A,,,高雄市,,"旗山區,內門區,杉林區",,高屏溪,,,主流,,
,,,口隘溪,2,,,,高雄市,,"旗山區,內門區",,,,,支流,,
,,,土人頭坑,2,,,,臺南市,,白河區,,,,,主流,,
,,,土人頭坑,2,,,,臺南市,,白河區,,,,,支流,,
,,,土牛溪排水,1,,,,苗栗縣,,頭份鎮,,,,中港溪,,縣(市)管區域排水,
,,,土石清疏,n,,,,,,,,,,,,,
,,,土地公坑,8,,,,彰化縣,,員林市,,,,,主流,,
,,,土地公坑,8,,,,雲林縣,,斗六市,,,,,主流,,
,,,土地公坑,8,,,,南投縣,,中寮鄉,,,,,主流,,
,,,土地公坑,8,,,,臺中市,,北屯區,,,,,主流,,
,,,土地公坑,8,,土地公坑溪,,南投縣,,"中寮鄉,國姓鄉",,,,,支流,,
,,,土地公坑,8,,土地公坑溪,,雲林縣,,斗六市,,,,,支流,,
,,,土地公坑,8,,土地公坑溪,,臺中市,,北屯區,,,,,支流,,
,,,土地公坑,8,,土地公坑溪,,彰化縣,,員林市,,,,,支流,,
,,,土地公埔一圳,1,,,,新竹縣,,新埔鎮,,,,,支流,,
,,,土地公埤,1,,,,桃園市,,觀音區,,,,,主流,,
,,,土地公排水幹線,1,,,,桃園市,,蘆竹區,,,,坑子溪,,直轄市管區域排水,
,,,土地公溪,3,,,,彰化縣,,"彰化市,花壇鄉",,,,,主流,,
,,,土地公溪,3,,,,新北市,,三峽區,,,,,支流,,
,,,土地公溪,3,,,,彰化縣,,"彰化市,花壇鄉",,,,,支流,,
,,,土南坑,2,,,,南投縣,,國姓鄉,,,,,支流,,
,,,土南坑,2,,,,南投縣,,國姓鄉,,,,,主流,,
,,,土城子一之二排水,1,,,,臺南市,,安南區,,,,鹿耳門排水,,直轄市管區域排水,
,,,土城仔排水,1,,,,臺南市,,安南區,,,,鹿耳門排水,,直轄市管區域排水,
,,,土城埤支線,1,,,,臺中市,,大里區,,,,墘溝碑排水,,直轄市管區域排水,
,,,土城溪,2,,,,苗栗縣,,通霄鎮,,,,,主流,,
,,,土城溪,2,,,,苗栗縣,,通霄鎮,,,,,支流,,
,,,土埋坑,2,,,,臺南市,,六甲區,,,,,主流,,
,,,土埋坑,2,,,,臺南市,,六甲區,,,,,支流,,
,,,土庫排水,1,,,,高雄市,,岡山區、路竹區、阿蓮區,,,,阿公店溪,,直轄市管區域排水,
,,,土庫排水幹線,1,,,,屏東縣,,里港鄉,,,,旗山溪,,縣(市)管區域排水,
,,,土庫溝排水,1,,,,臺南市,,歸仁區、仁德區,,,,三爺溪排水,,直轄市管區域排水,
,,,土庫溪,2,,,,臺中市,,"南屯區,烏日區",,,,,支流,,
,,,土庫溪,2,,,,臺中市,,"南屯區,烏日區,南區",,,,,主流,,
,,,土庫溪排水,1,,,,臺中市,,北屯區,,,,土庫溪排水,,直轄市管區域排水,
,,,土場溪,3,#N/A,多望溪,,宜蘭縣,,大同鄉,,蘭陽溪,,,主流,,
,,,土場溪,3,,,,新竹縣,,五峰鄉,,頭前溪,,,支流,,
,,,土場溪,3,,多望溪,,宜蘭縣,,大同鄉,,,,,支流,,
,,,土間厝大排,1,,,,雲林縣,,北港鎮、水林鄉,,,,北港溪,,縣(市)管區域排水,
,,,土銀溝排水,1,,,,雲林縣,,麥寮鄉,,,,施厝寮大排,,縣(市)管區域排水,
,,,土濁坑,1,,,,南投縣,,信義鄉,,,,,支流,,
,,,土龍溝埤,1,,,,桃園市,,觀音區,,,,,主流,,
,,,土壩,n,,,,,,,,,,,,,
,,,士文溪,2,,,,屏東縣,,春日鄉,,,,,支流,,
,,,士文溪,2,,,,屏東縣,,春日鄉,,,,,主流,,
,,,大山坑,1,,,,臺南市,,六甲區,,,,,主流,,
,,,大山溝,1,,,,高雄市,,田寮區,,,,,支流,,
,,,大不岸溪,2,,,,花蓮縣,,豐濱鄉,,,,,支流,,
,,,大不岸溪,2,,,,花蓮縣,,豐濱鄉,,,,,主流,,
,,,大仁排水支線,1,,,,屏東縣,,鹽埔鄉,,,,五號排水支線,,縣(市)管區域排水,
跨省市河川,,11403P,大內坑溪,1,#N/A,,,基隆市,,",新北市瑞芳區",,淡水河(基隆河),,,,,
,,,大內坑溪排水,1,,,,"新北市,基隆市",,,,,,基隆河,,中央管區域排水,
,,,大內排水,1,,,,臺南市,,大內區,,,,曾文溪,,直轄市管區域排水,
,,,大屯中排,1,,,,臺南市,,下營區,,,,養魚排水,,直轄市管區域排水,
,,,大屯溪,2,Q10935069,,,新北市,,"淡水區,三芝區",,大屯溪,,台灣海峽,主流,,
,,,大屯溪,2,,,,新北市,,"淡水區,三芝區",,,,,支流,,
,,,大牛林坑,1,,,,臺南市,,南化區,,,,,支流,,
,,,大丘園坑,1,,,,彰化縣,,二水鄉,,,,,支流,,
,,,大北坑,2,,,,新竹縣,,新埔鎮,,,,,支流,,
,,,大北坑,2,,,,桃園市,,龍潭區,,,,,支流,,
,行政院農業委員會水土保持局臺北分局,,大北坑溪,1,,,,,,,,,,,,,
,,,大北勢溪,1,,,,高雄市,,甲仙區,,,,,支流,,
,,,大古溪,2,,,,桃園市,,"觀音區,新屋區",,,,,主流,,
,,,大古溪,2,,,,桃園市,,"楊梅區,新屋區,觀音區",,,,,支流,,
,,,大平坑,1,,,,高雄市,,美濃區,,,,,支流,,
,,,大平窩溪,2,,,,新竹縣,,新埔鎮,,,,,主流,,
,,,大平窩溪,2,,,,新竹縣,,新埔鎮,,,,,支流,,
,,,大甲九圳,1,,,,新北市,,鶯歌區,,,,,支流,,
,,,大甲排水,1,,,,臺南市,,仁德區,,,,二仁溪,,直轄市管區域排水,
,,,大甲溪,3,Q714246,,,臺中市,,"東勢區,新社區,石岡區,豐原區,后里區,神岡區,外埔區,清水區,大甲區,大安區",,大甲溪,,,主流,,
,,,大甲溪,3,,,,宜蘭縣,,大同鄉,,,,,支流,,
,,,大甲溪,3,,,,臺中市,,"東勢區,新社區,石岡區,豐原區,后里區,神岡區,外埔區,清水區,大甲區,大安區,清水區",,,,,支流,,
,,,大甲溪口,1,,,,臺中市,,大安區,,,,,主流,,
,,,大目幹溪,2,,,,臺南市,,新化區,,,,,主流,,
,,,大目幹溪,2,,,,臺南市,,"新化區,關廟區",,,,,支流,,
,,,大石坑,2,,,,南投縣,,國姓鄉,,,,,主流,,
,,,大石坑,2,,,,南投縣,,國姓鄉,,,,,支流,,
,,,大石板溪,2,,,,屏東縣,,車城鄉,,,,,主流,,
,,,大石板溪,2,,,,屏東縣,,"車城鄉,牡丹鄉",,,,,支流,,
,,,大石股圳,1,,,,南投縣,,國姓鄉,,,,,支流,,
,,,大光明圳,1,,,,宜蘭縣,,"冬山鄉,三星鄉",,,,,支流,,
,,,大吉排水,1,,,,宜蘭縣,,五結鄉,,,,五結排水,,縣(市)管區域排水,
,,,大宅坑,1,,,,臺南市,,楠西區,,,,,支流,,
,,,大安圳幹線,2,,,,新北市,,土城區,,,,,支流,,
,,,大安圳幹線,2,,,,新北市,,土城區,,,,,主流,,
,,,大安圳幹線媽祖田支線,1,,,,新北市,,土城區,,,,,支流,,
,,,大安溪,4,Q32713410,,,臺中市,,"大安區,外埔區,大甲區,后里區,東勢區,和平區",,大安溪,,,主流,,
,,,大安溪,4,Q32713410,,,苗栗縣,,"苑裡鎮,三義鄉,卓蘭鎮,泰安鄉",,大安溪,,,主流,,
,,,大安溪,4,,,,苗栗縣,,"卓蘭鎮,三義鄉,泰安鄉,苑裡鎮",,,,,支流,,
,,,大安溪,4,,,,臺中市,,"東勢區,后里區,外埔區,和平區,大甲區",,,,,支流,,
,,,大庄支線,1,,,,臺中市,,梧棲區,,,,梧棲排水,,直轄市管區域排水,
,,,大庄排水,2,,,,南投縣,,名間鄉,,,,,支流,,
,,,大庄排水,2,,,,南投縣,,"南投市,名間鄉",,,,,主流,,
,,,大有大排一,1,,,,雲林縣,,崙背鄉,,,,施厝寮大排,,縣(市)管區域排水,
,,,大池1號排水路,1,,,,澎湖縣,,西嶼鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,大池2號排水路,1,,,,澎湖縣,,西嶼鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,大竹圍一圳,1,,,,新北市,,淡水區,,,,,支流,,
,,,大竹溪,3,Q10937222,,,臺東縣,,"達仁鄉,太麻里鄉,大武鄉",,大竹溪,,,主流,,
,,,大竹溪,3,,,,嘉義縣,,大埔鄉,,,,,支流,,
,,,大竹溪,3,,,,臺東縣,,"太麻里鄉,達仁鄉,大武鄉",,,,,支流,,
,,,大西排水,1,,,,苗栗縣,,造橋鄉,,,,南港溪,,縣(市)管區域排水,
,,,大冷坑,1,,,,南投縣,,國姓鄉,,,,,支流,,
,,,大坑,3,,,,南投縣,,名間鄉,,,,,主流,,
,,,大坑,3,,,,苗栗縣,,公館鄉,,,,,支流,,
,,,大坑,3,,,,南投縣,,"埔里鎮,名間鄉",,,,,支流,,
,,,大坑坎幹線,1,,,,桃園市,,平鎮區,,,,老街溪,,直轄市管區域排水,
,,,大坑缺溪,3,,,,桃園市,,龍潭區,,,,,主流,,
,,,大坑缺溪,3,,,,桃園市,,"龍潭區,楊梅區,平鎮區",,,,,支流,,
,,,大坑缺溪,3,,,,桃園市,,平鎮區,,,,,主流,,
,,,大坑排水,2,,,,高雄市,,大樹區,,,,高屏溪,,直轄市管區域排水,
,,,大坑排水,2,,,,苗栗縣,,西湖鄉,,,,西湖溪,,縣(市)管區域排水,
,,,大坑排水分線,1,,,,南投縣,,埔里,,,,茸坑排水,,縣(市)管區域排水,
,,,大坑溝,2,,,,高雄市,,大樹區,,,,,支流,,
,,,大坑溝,2,,,,高雄市,,大樹區,,,,,主流,,
跨省市河川,,11403D,大坑溪,26,Q10934411,"舊莊溪,東勢坑溪",,新北市,,汐止區,,淡水河(基隆河),,,,,
中央管河川,,143051,大坑溪,26,Q10934412,,,臺中市,,"北屯區,太平區",,烏溪,,,,,
中央管河川,第一河川局,256018,大坑溪,26,Q32716656,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
,,,大坑溪,26,,,,新北市,,三芝區,,,,台灣海峽,,直轄市管區域排水,
,,,大坑溪,26,,,,高雄市,,美濃區,,,,,主流,,
,,,大坑溪,26,,,,南投縣,,竹山鎮,,,,,主流,,
,,,大坑溪,26,,,,苗栗縣,,通霄鎮,,,,,主流,,
,,,大坑溪,26,,,,臺中市,,北屯區,,,,,主流,,
,,,大坑溪,26,,,,桃園市,,"蘆竹區,龜山區",,,,,主流,,
,,,大坑溪,26,,,,花蓮縣,,富里鄉,,,,,主流,,
,,,大坑溪,26,,,,新北市,,三芝區,,,,陳厝坑溪,主流,,
,,,大坑溪,26,,,,新北市,,深坑區,,,,,主流,,
,,,大坑溪,26,,,,新北市,,汐止區,,,,,主流,,
,,,大坑溪,26,,,,臺北市,,南港區,,,,,主流,,
,,,大坑溪,26,,,,新北市,,三芝區,,,,,支流,,
,,,大坑溪,26,,,,宜蘭縣,,三星鄉,,,,,支流,,
,,,大坑溪,26,,,,臺中市,,北屯區,,,,,支流,,
,,,大坑溪,26,,,,新北市,,汐止區,,,,,支流,,
,,,大坑溪,26,,,,南投縣,,竹山鎮,,,,,支流,,
,,,大坑溪,26,,,,臺北市,,南港區,,,,,支流,,
,,,大坑溪,26,,,,高雄市,,美濃區,,,,,支流,,
,,,大坑溪,26,,,,苗栗縣,,通霄鎮,,,,,支流,,
,,,大坑溪,26,,,,花蓮縣,,富里鄉,,,,,支流,,
,,,大坑溪,26,,,,桃園市,,"蘆竹區,龜山區",,,,,支流,,
,,,大坑溪,26,,,,宜蘭縣,,三星鄉,,,,,主流,,
,南投縣政府,,大坑溪,26,,,,南投縣,,名間鄉田仔村,,,,,,,
,,,大坑溪排水(右岸),1,,,,新北市,,汐止區,,,,基隆河,,直轄市管區域排水,
,,,大坑溪排水(左岸),1,,,,臺北市,,,,,,基隆河,,直轄市管區域排水,
,,,大坑溪排水幹線,1,,,,桃園市,,蘆竹區、龜山區,,,,南崁溪,,直轄市管區域排水,
,,,大沙溪,2,,,,花蓮縣,,秀林鄉,,,,,主流,,
,,,大沙溪,2,,,,花蓮縣,,秀林鄉,,,,,支流,,
,,,大肚溪,2,,,,新竹縣,,"竹東鎮,芎林鄉",,,,,主流,,
,,,大肚溪,2,,,,新竹縣,,"竹東鎮,芎林鄉,橫山鄉",,,,,支流,,
,,,大肚溪大排,1,,,,苗栗縣,,"造橋鄉,後龍鎮",,,,,支流,,
中央管河川,,237063,大肚滑溪,1,#N/A,,,花蓮縣,,瑞穗鄉,,秀姑巒溪,,,,,
中央管河川,,143050,大里溪,3,Q10938249,,,臺中市,,大里區,,烏溪,,廍子溪,,,
,,,大里溪,3,,,,臺中市,,"烏日區,霧峰區,大里區,東區,太平區,北屯區",,烏溪（大肚溪）,,烏溪,主流,,
,,,大里溪,3,,,,臺中市,,"烏日區,東區,北屯區,太平區,霧峰區,大里區",,,,,支流,,
,,,大和排水支線,1,,,,屏東縣,,高樹鄉,,,,埔羌溪排水幹線,,縣(市)管區域排水,
,,,大和溪,2,Q32715823,,,花蓮縣,,光復鄉,,花蓮溪,,,主流,,
,,,大和溪,2,,,,花蓮縣,,"光復鄉,豐濱鄉",,,,,支流,,
,,,大坡池,1,,,,臺東縣,,池上鄉,,,,,主流,,
,,,大坡溪,6,#N/A,,,花蓮縣,,富里鄉,,秀姑巒溪,,,主流,,
,,,大坡溪,6,#N/A,,,臺東縣,,池上鄉,,秀姑巒溪,,,主流,,
,,,大坡溪,6,,,,桃園市,,新屋區,,,,,主流,,
,,,大坡溪,6,,,,臺東縣,,池上鄉,,,,,支流,,
,,,大坡溪,6,,,,花蓮縣,,富里鄉,,,,,支流,,
,,,大坡溪,6,,,,桃園市,,新屋區,,,,,支流,,
,,,大坡腳埤,1,,,,桃園市,,觀音區,,,,,主流,,
,,,大坪圳,1,,,,新北市,,萬里區,,,,,支流,,
,,,大坪坑,1,,,,南投縣,,國姓鄉,,,,,支流,,
,,,大坪林西幹線,1,,,,新北市,,新店區,,,,,支流,,
,,,大坪林東幹線,1,,,,新北市,,新店區,,,,,支流,,
,,,大坪溪,6,Q32721445,,,新竹縣,,"北埔鄉,五峰鄉",,中港溪,,,主流,,
,,,大坪溪,6,,,,臺南市,,"關廟區,龍崎區",,,,,主流,,
,,,大坪溪,6,,,,高雄市,,田寮區,,,,,主流,,
,,,大坪溪,6,,,,新竹縣,,"北埔鄉,五峰鄉",,,,,支流,,
,,,大坪溪,6,,,,高雄市,,田寮區,,,,,支流,,
,,,大坪溪,6,,,,臺南市,,"關廟區,龍崎區",,,,,支流,,
,,,大東中排,1,,,,雲林縣,,斗南鎮,,,,大湖口溪,,縣(市)管區域排水,
,,,大東坑,1,,,,新竹縣,,"新埔鎮,關西鎮",,,,,支流,,
,,,大東河,2,Q32714684,東河溪,,苗栗縣,,南庄鄉,,中港溪,,,主流,,
,,,大東河,2,,,,苗栗縣,,南庄鄉,,,,,支流,,
,,,大東勢溪,2,,,,苗栗縣,,獅潭鄉,,,,,支流,,
,,,大東勢溪,2,,,,苗栗縣,,獅潭鄉,,,,,主流,,
,,,大林圳,1,,,,南投縣,,魚池鄉,,,,,支流,,
,,,大武丁排水幹線,1,,,,屏東縣,,佳冬鄉,,,,林邊溪,,縣(市)管區域排水,
,,,大武崙溪,4,Q17023655,,,基隆市,,安樂區,,淡水河(基隆河),,,主流,,
,,,大武崙溪,4,,,,基隆市,,,,,,基隆河,,縣(市)管區域排水,
,,,大武崙溪,4,,,,基隆市,,安樂區,,,,,支流,,
,,,大武崙溪,4,,,,基隆市,,七堵區,,,,,主流,,
,,,大武溪,4,Q10936117,茶茶牙賴溪,,臺東縣,,"達仁鄉,大武鄉",,大武溪,,,主流,,
縣市管河川,,210000,大武溪,4,,,,臺東縣,,"大武鄉,達仁鄉",,大武溪,,,,,
,,,大武溪,4,,茶茶牙賴溪,,臺東縣,,大武鄉,,,,,支流,,
,,,大武溪,4,,茶茶牙賴溪,,臺東縣,,"達仁鄉,大武鄉",,,,,支流,,
,,,大社支線七號支線,1,,,,臺中市,,大雅區,,,,林厝排水,,直轄市管區域排水,
,,,大社排水,2,,,,高雄市,,大社區,,,,楠梓溪排水,,直轄市管區域排水,
,,,大社排水,2,,,,臺南市,,新市區,,,,大洲排水,,直轄市管區域排水,
,,,大社溪,2,,,,屏東縣,,三地門鄉,,,,,主流,,
,,,大社溪,2,,,,屏東縣,,三地門鄉,,,,,支流,,
,,,大金面第一湧泉圳,1,,,,宜蘭縣,,頭城鎮,,,,,支流,,
,,,大金面第二湧泉圳,2,,,,宜蘭縣,,頭城鎮,,,,,主流,,
,,,大金面第二湧泉圳,2,,,,宜蘭縣,,頭城鎮,,,,,支流,,
,,,大金面湧泉圳,1,,,,宜蘭縣,,頭城鎮,,,,,支流,,
,,,大南坑,4,,,,臺中市,,東勢區,,,,,主流,,
,,,大南坑,4,,,,新竹縣,,北埔鄉,,,,,支流,,
,,,大南坑,4,,,,臺中市,,"東勢區,和平區",,,,,支流,,
,,,大南坑,4,,,,新竹縣,,北埔鄉,,,,,主流,,
,,,大南河,1,,,,苗栗縣,,南庄鄉,,,,,支流,,
,,,大南埔圳,1,,,,苗栗縣,,"三灣鄉,南庄鄉",,,,,支流,,
,,,大南溪,2,,,,臺東縣,,卑南鄉,,,,,支流,,
,,,大南溪,2,,,,臺東縣,,卑南鄉,,,,,主流,,
,,,大南澳圳第一幹線,1,,,,宜蘭縣,,蘇澳鎮,,,,,支流,,
,,,大後溪,5,,托阿沃溪,,屏東縣,,來義鄉,,,,,主流,,
,,,大後溪,5,,托阿沃溪,,屏東縣,,泰武鄉,,,,,主流,,
,,,大後溪,5,,托阿沃溪,,屏東縣,,來義鄉,,,,,支流,,
,,,大後溪,5,,托阿沃溪,,屏東縣,,泰武鄉,,,,,支流,,
,,,大後溪,5,,托阿沃溪,,,,,,,,,支流,,
,,,大洲排水,1,,,,臺南市,,善化區、新市區、永康區、安南區,,,,鹽水溪,,直轄市管區域排水,
,,,大流溪,2,,,,屏東縣,,牡丹鄉,,,,,支流,,
,,,大流溪,2,,,,屏東縣,,牡丹鄉,,,,,主流,,
,,,大禹排水,1,,,,花蓮縣,,玉里鎮,,,,酸柑溪,,縣(市)管區域排水,
,,,大茅埔圳,1,,,,臺中市,,東勢區,,,,,支流,,
,,,大俱來一號圳,1,,,,臺東縣,,長濱鄉,,,,,支流,,
,,,大埒尾支線,1,,,,苗栗縣,,後龍鎮,,,,北勢溪,,縣(市)管區域排水,
,,,大埔支線,1,,,,新北市,,三峽區,,,,二鬮溪,,直轄市管區域排水,
,,,大埔坑,1,,,,臺南市,,官田區,,,,,主流,,
,,,大埔美排水,1,,,,嘉義縣,,大林鎮,,,,三疊溪,,縣(市)管區域排水,
,,,大埔美溪,3,,,,嘉義縣,,大林鎮,,,,,主流,,
,,,大埔美溪,3,,,,嘉義縣,,大林鎮,,,,,支流,,
,,,大埔美溪,3,,,,嘉義縣,,梅山鄉,,,,,支流,,
,,,大埔厝圳支線,1,,,,"台中縣,台中市",,,,,,港尾子溪排水,,中央管區域排水,
,,,大埔埤,1,,,,桃園市,,大園區,,,,,主流,,
,,,大埔排水,1,,,,宜蘭縣,,五結鄉,,,,平行水路排水,,縣(市)管區域排水,
中央管河川,,154012,大埔溪,7,Q32714237,,,雲林縣,,斗六市,,北港溪,,,,,
,,,大埔溪,7,,,,雲林縣,,斗六市,,,,,主流,,
,,,大埔溪,7,,,,雲林縣,,林內鄉,,,,,主流,,
,,,大埔溪,7,,,,臺中市,,后里區,,,,,支流,,
,,,大埔溪,7,,,,雲林縣,,林內鄉,,,,,支流,,
,,,大埔溪,7,,,,臺中市,,后里區,,,,,主流,,
,經濟部水利署第五河川局,,大埔溪,7,,,,,,,,,,,,,
,,,大峰峰圳,1,,,,臺東縣,,長濱鄉,,,,,支流,,
,,,大烏溪,2,,,,臺東縣,,大武鄉,,,,,支流,,
,,,大烏溪,2,,,,臺東縣,,達仁鄉,,,,,支流,,
,,,大草埤,1,,,,桃園市,,觀音區,,,,,主流,,
,,,大草庴埤,1,,,,桃園市,,桃園區,,,,,支流,,
,,,大草排坑,1,,,,苗栗縣,,卓蘭鎮,,,,,支流,,
,,,大荖大排,1,,,,雲林縣,,土庫鎮,,,,舊虎尾溪,,縣(市)管區域排水,
,,,大荖藤溪,2,,,,高雄市,,杉林區,,,,,主流,,
,,,大荖藤溪,2,,,,高雄市,,杉林區,,,,,支流,,
跨省市河川,,11401B,大豹溪,3,Q10938056,,,新北市,,三峽區,,淡水河(大漢溪),,,,,
,,,大豹溪,3,,,,新北市,,三峽區,,,,,主流,,
,,,大豹溪,3,,,,新北市,,三峽區,,,,,支流,,
,,,大匏崙溝,1,,,,臺南市,,大內區,,,,,支流,,
,,,大埤,4,,,,苗栗縣,,造橋鄉,,,,,主流,,
,,,大埤,4,,,,苗栗縣,,頭屋鄉,,,,,主流,,
,,,大埤,4,,,,新竹縣,,竹東鎮,,,,,主流,,
,,,大埤,4,,,,桃園市,,觀音區,,,,,主流,,
,,,大埤中排一,1,,,,臺南市,,下營區,,,,大埤中排二,,直轄市管區域排水,
,,,大埤中排二,1,,,,臺南市,,下營區,,,,養魚排水,,直轄市管區域排水,
,,,大埤中排三,1,,,,臺南市,,下營區,,,,大埤中排二,,直轄市管區域排水,
,,,大埤排水支線,1,,,,南投縣,,南投,,,,樟平溪,,縣(市)管區域排水,
,,,大埤溝,1,,,,臺南市,,龍崎區,,,,,支流,,
,,,大埤潭,1,,,,苗栗縣,,大湖鄉,,,,,主流,,
縣市管河川,,123000,大堀溪,4,Q10934622,,,桃園市,,"觀音區,新屋區,中壢區,楊梅區",,大堀溪,,,,,
,,,大堀溪,4,,,,桃園市,,觀音區,,,,,主流,,
,,,大堀溪,4,,,,桃園市,,觀音區,,,,,支流,,
,,,大堀溪,4,,,,桃園市,,新屋區,,,,,主流,,
,,,大崎分洪排水,1,,,,嘉義縣,,民雄鄉,,,,牛稠溪,,縣(市)管區域排水,
